created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2025-12-01T23:09:48+00:00,1,30.48,51.23,948.15,556.64,,,,
2025-12-01T23:10:48+00:00,2,30.46,51.42,948.23,555.96,,,,
2025-12-01T23:11:48+00:00,3,30.48,51.28,948.29,555.42,,,,
2025-12-01T23:12:48+00:00,4,30.51,51.44,948.37,554.72,,,,
2025-12-01T23:13:48+00:00,5,30.55,51.29,948.40,554.51,,,,
2025-12-01T23:14:48+00:00,6,30.57,51.82,948.44,554.15,,,,
2025-12-01T23:15:48+00:00,7,30.61,51.41,948.48,553.81,,,,
2025-12-01T23:16:48+00:00,8,30.66,51.97,948.50,553.57,,,,
2025-12-01T23:17:48+00:00,9,30.70,51.48,948.54,553.27,,,,
2025-12-01T23:18:48+00:00,10,30.77,51.95,948.58,552.91,,,,
2025-12-01T23:19:48+00:00,11,30.80,52.32,948.60,552.76,,,,
2025-12-01T23:20:50+00:00,12,30.83,52.42,948.60,552.68,,,,
2025-12-01T23:21:48+00:00,13,30.86,52.32,948.63,552.43,,,,
2025-12-01T23:22:48+00:00,14,30.86,52.65,948.65,552.27,,,,
2025-12-01T23:23:48+00:00,15,30.85,52.98,948.68,552.01,,,,
2025-12-01T23:24:50+00:00,16,30.86,53.15,948.70,551.84,,,,
2025-12-01T23:25:48+00:00,17,30.79,52.78,948.69,551.90,,,,
2025-12-01T23:26:48+00:00,18,30.65,52.39,948.71,551.74,,,,
2025-12-01T23:27:49+00:00,19,30.54,52.03,948.72,551.71,,,,
2025-12-01T23:28:48+00:00,20,30.47,51.98,948.71,551.75,,,,
2025-12-01T23:29:49+00:00,21,30.40,52.19,948.75,551.43,,,,
2025-12-01T23:30:49+00:00,22,30.40,52.13,948.75,551.41,,,,
2025-12-01T23:31:49+00:00,23,30.27,52.53,948.79,551.06,,,,
2025-12-01T23:32:49+00:00,24,30.08,52.97,948.84,550.65,,,,
2025-12-01T23:33:49+00:00,25,29.90,53.38,948.91,549.99,,,,
2025-12-01T23:34:49+00:00,26,29.65,54.10,948.85,550.51,,,,
2025-12-01T23:35:51+00:00,27,29.31,54.70,948.87,550.37,,,,
2025-12-01T23:36:49+00:00,28,29.04,55.42,948.87,550.33,,,,
2025-12-01T23:37:49+00:00,29,28.96,55.68,948.89,550.14,,,,
2025-12-01T23:38:49+00:00,30,28.87,55.95,948.98,549.38,,,,
2025-12-01T23:39:52+00:00,31,28.59,56.75,949.01,549.09,,,,
2025-12-01T23:40:49+00:00,32,28.55,57.05,948.99,549.33,,,,
2025-12-01T23:41:49+00:00,33,28.62,56.87,949.03,548.93,,,,
2025-12-01T23:42:52+00:00,34,28.49,57.25,949.02,549.00,,,,
2025-12-01T23:43:49+00:00,35,28.52,57.23,949.03,548.98,,,,
2025-12-01T23:44:49+00:00,36,28.42,57.42,949.11,548.25,,,,
2025-12-01T23:45:49+00:00,37,28.27,57.83,949.08,548.47,,,,
2025-12-01T23:46:52+00:00,38,28.31,57.71,949.11,548.23,,,,
2025-12-01T23:47:49+00:00,39,28.28,57.69,949.14,547.94,,,,
2025-12-01T23:48:52+00:00,40,28.32,57.63,949.13,548.10,,,,
2025-12-01T23:49:50+00:00,41,28.32,57.61,949.19,547.58,,,,
2025-12-01T23:50:50+00:00,42,28.28,57.65,949.32,546.40,,,,
2025-12-01T23:51:50+00:00,43,28.14,57.98,949.29,546.69,,,,
2025-12-01T23:52:50+00:00,44,28.05,58.30,949.30,546.55,,,,
2025-12-01T23:53:50+00:00,45,28.04,58.28,949.27,546.80,,,,
2025-12-01T23:54:50+00:00,46,28.02,58.32,949.28,546.79,,,,
2025-12-01T23:55:50+00:00,47,28.14,57.94,949.27,546.88,,,,
2025-12-01T23:56:50+00:00,48,28.14,57.83,949.27,546.81,,,,
2025-12-01T23:57:50+00:00,49,28.03,58.17,949.24,547.11,,,,
2025-12-01T23:58:50+00:00,50,28.14,57.83,949.21,547.39,,,,
2025-12-01T23:59:52+00:00,51,28.12,57.90,949.22,547.30,,,,
2025-12-02T00:00:50+00:00,52,28.06,58.00,949.18,547.66,,,,
2025-12-02T00:01:52+00:00,53,27.94,58.32,949.13,548.10,,,,
2025-12-02T00:02:50+00:00,54,28.02,58.18,949.08,548.51,,,,
2025-12-02T00:03:50+00:00,55,28.20,57.75,949.08,548.47,,,,
2025-12-02T00:04:50+00:00,56,28.14,57.90,949.07,548.59,,,,
2025-12-02T00:05:50+00:00,57,28.18,57.76,949.12,548.18,,,,
2025-12-02T00:06:50+00:00,58,28.15,57.87,949.16,547.84,,,,
2025-12-02T00:07:50+00:00,59,28.09,58.00,949.21,547.34,,,,
2025-12-02T00:08:50+00:00,60,27.98,58.18,949.25,547.01,,,,
2025-12-02T00:09:50+00:00,61,27.94,58.38,949.29,546.69,,,,
2025-12-02T00:10:50+00:00,62,28.02,58.22,949.30,546.55,,,,
2025-12-02T00:11:53+00:00,63,28.13,58.00,949.33,546.27,,,,
2025-12-02T00:12:50+00:00,64,28.15,57.93,949.35,546.13,,,,
2025-12-02T00:13:50+00:00,65,28.06,58.18,949.34,546.22,,,,
2025-12-02T00:14:51+00:00,66,28.10,58.20,949.32,546.38,,,,
2025-12-02T00:15:50+00:00,67,28.04,58.20,949.31,546.45,,,,
2025-12-02T00:16:50+00:00,68,28.07,58.64,949.32,546.42,,,,
2025-12-02T00:17:51+00:00,69,28.13,58.24,949.33,546.31,,,,
2025-12-02T00:18:51+00:00,70,28.02,58.27,949.32,546.43,,,,
2025-12-02T00:19:51+00:00,71,27.93,58.53,949.32,546.41,,,,
2025-12-02T00:20:51+00:00,72,27.92,58.60,949.37,545.96,,,,
2025-12-02T00:21:51+00:00,73,28.00,58.38,949.42,545.56,,,,
2025-12-02T00:22:54+00:00,74,28.11,58.13,949.43,545.40,,,,
2025-12-02T00:23:51+00:00,75,28.10,58.14,949.46,545.15,,,,
2025-12-02T00:24:51+00:00,76,28.08,58.19,949.48,545.02,,,,
2025-12-02T00:25:51+00:00,77,28.13,57.99,949.49,544.92,,,,
2025-12-02T00:26:51+00:00,78,28.19,58.24,949.48,544.99,,,,
2025-12-02T00:27:54+00:00,79,28.27,58.00,949.50,544.83,,,,
2025-12-02T00:28:51+00:00,80,28.15,58.00,949.49,544.90,,,,
2025-12-02T00:29:51+00:00,81,28.08,58.04,949.49,544.91,,,,
2025-12-02T00:30:51+00:00,82,28.10,57.90,949.51,544.77,,,,
2025-12-02T00:31:51+00:00,83,28.12,58.39,949.52,544.61,,,,
2025-12-02T00:32:51+00:00,84,28.20,58.39,949.57,544.19,,,,
2025-12-02T00:33:51+00:00,85,28.13,58.26,949.54,544.50,,,,
2025-12-02T00:34:51+00:00,86,28.14,58.27,949.54,544.51,,,,
2025-12-02T00:35:51+00:00,87,28.34,58.69,949.50,544.86,,,,
2025-12-02T00:36:51+00:00,88,28.55,58.37,949.48,544.95,,,,
2025-12-02T00:37:51+00:00,89,28.75,57.74,949.47,545.11,,,,
2025-12-02T00:38:51+00:00,90,28.91,57.62,949.47,545.04,,,,
2025-12-02T00:39:51+00:00,91,29.07,58.23,949.47,545.04,,,,
2025-12-02T00:40:51+00:00,92,29.24,56.91,949.51,544.71,,,,
2025-12-02T00:41:51+00:00,93,29.27,57.41,949.49,544.92,,,,
2025-12-02T00:42:51+00:00,94,29.36,57.39,949.49,544.90,,,,
2025-12-02T00:43:51+00:00,95,29.33,57.61,949.51,544.73,,,,
2025-12-02T00:44:51+00:00,96,29.34,58.13,949.55,544.41,,,,
2025-12-02T00:45:51+00:00,97,29.40,58.11,949.56,544.26,,,,
2025-12-02T00:46:54+00:00,98,29.42,58.18,949.58,544.13,,,,
2025-12-02T00:47:52+00:00,99,29.39,58.31,949.59,544.04,,,,
2025-12-02T00:48:52+00:00,100,29.36,58.44,949.58,544.15,,,,
2025-12-02T00:49:52+00:00,101,29.38,58.26,949.57,544.23,,,,
2025-12-02T00:50:52+00:00,102,29.39,58.42,949.57,544.17,,,,
2025-12-02T00:51:52+00:00,103,29.41,58.21,949.57,544.18,,,,
2025-12-02T00:53:37+00:00,104,29.31,58.25,949.56,544.29,,,,
2025-12-02T00:55:52+00:00,105,29.13,58.26,949.59,544.03,,,,
2025-12-02T00:56:52+00:00,106,29.13,58.63,949.59,544.06,,,,
2025-12-02T00:57:52+00:00,107,29.09,58.42,949.58,544.11,,,,
2025-12-02T00:58:52+00:00,108,29.09,58.50,949.56,544.32,,,,
2025-12-02T00:59:52+00:00,109,29.07,58.64,949.56,544.32,,,,
2025-12-02T01:00:54+00:00,110,29.07,58.62,949.54,544.45,,,,
2025-12-02T01:01:55+00:00,111,29.08,58.50,949.52,544.63,,,,
2025-12-02T01:02:52+00:00,112,29.09,58.69,949.50,544.79,,,,
2025-12-02T01:03:52+00:00,113,29.09,58.90,949.51,544.76,,,,
2025-12-02T01:04:52+00:00,114,29.09,58.75,949.52,544.65,,,,
2025-12-02T01:05:52+00:00,115,29.11,58.67,949.52,544.68,,,,
2025-12-02T01:06:52+00:00,116,29.09,58.43,949.55,544.35,,,,
2025-12-02T01:07:55+00:00,117,29.08,58.72,949.57,544.20,,,,
2025-12-02T01:08:52+00:00,118,29.05,58.89,949.57,544.24,,,,
2025-12-02T01:09:53+00:00,119,29.04,58.59,949.55,544.38,,,,
2025-12-02T01:10:53+00:00,120,29.04,58.41,949.50,544.78,,,,
2025-12-02T01:11:53+00:00,121,29.04,58.83,949.49,544.90,,,,
2025-12-02T01:12:54+00:00,122,29.01,58.96,949.47,545.11,,,,
2025-12-02T01:13:53+00:00,123,29.01,58.80,949.47,545.12,,,,
2025-12-02T01:14:53+00:00,124,28.99,58.59,949.44,545.33,,,,
2025-12-02T01:15:53+00:00,125,29.02,58.73,949.43,545.47,,,,
2025-12-02T01:16:53+00:00,126,29.04,58.80,949.47,545.10,,,,
2025-12-02T01:17:53+00:00,127,29.04,58.76,949.47,545.10,,,,
2025-12-02T01:18:53+00:00,128,29.08,58.78,949.51,544.74,,,,
2025-12-02T01:19:53+00:00,129,29.05,58.91,949.51,544.71,,,,
2025-12-02T01:20:55+00:00,130,29.02,58.83,949.52,544.64,,,,
2025-12-02T01:21:53+00:00,131,29.06,58.81,949.52,544.67,,,,
2025-12-02T01:22:53+00:00,132,29.10,58.75,949.54,544.45,,,,
2025-12-02T01:23:57+00:00,133,29.06,58.77,949.53,544.54,,,,
2025-12-02T01:24:53+00:00,134,29.07,58.84,949.52,544.64,,,,
2025-12-02T01:25:53+00:00,135,29.09,58.78,949.52,544.67,,,,
2025-12-02T01:26:54+00:00,136,29.11,58.90,949.53,544.59,,,,
2025-12-02T01:27:53+00:00,137,29.09,58.86,949.53,544.52,,,,
2025-12-02T01:28:53+00:00,138,29.09,58.79,949.53,544.57,,,,
2025-12-02T01:29:54+00:00,139,29.11,59.07,949.53,544.54,,,,
2025-12-02T01:30:54+00:00,140,29.14,58.90,949.54,544.49,,,,
2025-12-02T01:31:54+00:00,141,29.13,59.19,949.54,544.47,,,,
2025-12-02T01:32:54+00:00,142,29.12,58.92,949.53,544.58,,,,
2025-12-02T01:33:54+00:00,143,29.11,59.09,949.53,544.57,,,,
2025-12-02T01:34:54+00:00,144,29.09,59.17,949.51,544.73,,,,
2025-12-02T01:35:54+00:00,145,29.10,59.14,949.50,544.83,,,,
2025-12-02T01:36:54+00:00,146,29.06,59.19,949.49,544.95,,,,
2025-12-02T01:37:56+00:00,147,29.09,59.09,949.46,545.14,,,,
2025-12-02T01:38:54+00:00,148,29.12,59.10,949.46,545.16,,,,
2025-12-02T01:39:54+00:00,149,29.14,59.00,949.44,545.31,,,,
2025-12-02T01:40:54+00:00,150,29.14,58.84,949.43,545.43,,,,
2025-12-02T01:41:57+00:00,151,29.14,59.13,949.45,545.29,,,,
2025-12-02T01:42:54+00:00,152,29.11,59.15,949.45,545.29,,,,
2025-12-02T01:43:54+00:00,153,29.15,59.15,949.44,545.30,,,,
2025-12-02T01:44:54+00:00,154,29.13,59.10,949.46,545.14,,,,
2025-12-02T01:45:54+00:00,155,29.12,59.29,949.47,545.07,,,,
2025-12-02T01:46:54+00:00,156,29.12,59.40,949.46,545.19,,,,
2025-12-02T01:47:54+00:00,157,29.08,59.34,949.45,545.22,,,,
2025-12-02T01:48:57+00:00,158,29.09,59.36,949.45,545.26,,,,
2025-12-02T01:49:54+00:00,159,29.13,59.27,949.47,545.12,,,,
2025-12-02T01:50:54+00:00,160,29.11,59.51,949.46,545.16,,,,
2025-12-02T01:51:55+00:00,161,29.12,59.51,949.45,545.25,,,,
2025-12-02T01:52:55+00:00,162,29.11,59.38,949.44,545.33,,,,
2025-12-02T01:53:55+00:00,163,29.13,59.26,949.43,545.44,,,,
2025-12-02T01:54:55+00:00,164,29.12,59.23,949.40,545.67,,,,
2025-12-02T01:55:58+00:00,165,29.12,59.16,949.39,545.80,,,,
2025-12-02T01:56:55+00:00,166,29.15,59.11,949.35,546.11,,,,
2025-12-02T01:58:00+00:00,167,29.14,59.29,949.33,546.27,,,,
2025-12-02T01:58:55+00:00,168,29.11,59.52,949.35,546.11,,,,
2025-12-02T01:59:55+00:00,169,29.12,59.33,949.37,545.98,,,,
2025-12-02T02:00:55+00:00,170,29.10,59.35,949.38,545.91,,,,
2025-12-02T02:01:57+00:00,171,29.11,59.33,949.36,546.01,,,,
2025-12-02T02:02:55+00:00,172,29.09,59.39,949.40,545.70,,,,
2025-12-02T02:03:55+00:00,173,29.11,59.41,949.40,545.70,,,,
2025-12-02T02:04:55+00:00,174,29.11,59.53,949.41,545.62,,,,
2025-12-02T02:05:55+00:00,175,29.13,59.66,949.39,545.80,,,,
2025-12-02T02:06:55+00:00,176,29.16,59.56,949.37,545.99,,,,
2025-12-02T02:07:55+00:00,177,29.22,59.31,949.34,546.22,,,,
2025-12-02T02:08:58+00:00,178,29.22,59.62,949.34,546.23,,,,
2025-12-02T02:09:55+00:00,179,29.20,59.74,949.33,546.27,,,,
2025-12-02T02:10:55+00:00,180,29.19,60.13,949.33,546.35,,,,
2025-12-02T02:11:55+00:00,181,29.18,59.96,949.34,546.23,,,,
2025-12-02T02:12:56+00:00,182,29.17,59.94,949.34,546.20,,,,
2025-12-02T02:13:57+00:00,183,29.16,60.07,949.35,546.12,,,,
2025-12-02T02:14:58+00:00,184,29.19,59.90,949.35,546.17,,,,
2025-12-02T02:15:58+00:00,185,29.19,60.04,949.33,546.27,,,,
2025-12-02T02:16:56+00:00,186,29.23,60.05,949.36,546.02,,,,
2025-12-02T02:17:56+00:00,187,29.22,60.12,949.37,545.92,,,,
2025-12-02T02:18:56+00:00,188,29.21,60.32,949.39,545.77,,,,
2025-12-02T02:19:56+00:00,189,29.23,60.27,949.41,545.63,,,,
2025-12-02T02:21:58+00:00,190,29.18,60.67,949.38,545.90,,,,
2025-12-02T02:22:56+00:00,191,29.22,60.76,949.37,545.95,,,,
2025-12-02T02:23:56+00:00,192,29.20,60.24,949.36,546.09,,,,
2025-12-02T02:24:56+00:00,193,29.17,60.55,949.34,546.23,,,,
2025-12-02T02:25:56+00:00,194,29.19,60.34,949.36,546.08,,,,
2025-12-02T02:26:56+00:00,195,29.16,60.52,949.35,546.10,,,,
2025-12-02T02:27:56+00:00,196,29.17,60.25,949.37,545.94,,,,
2025-12-02T02:28:56+00:00,197,29.15,59.99,949.35,546.13,,,,
2025-12-02T02:29:56+00:00,198,29.15,60.09,949.34,546.25,,,,
2025-12-02T02:30:56+00:00,199,29.14,60.01,949.34,546.19,,,,
2025-12-02T02:31:56+00:00,200,29.13,60.03,949.32,546.36,,,,
2025-12-02T02:32:56+00:00,201,29.13,60.05,949.32,546.41,,,,
2025-12-02T02:33:56+00:00,202,29.11,59.99,949.33,546.31,,,,
2025-12-02T02:34:57+00:00,203,29.13,59.89,949.31,546.50,,,,
2025-12-02T02:35:57+00:00,204,29.12,59.96,949.31,546.44,,,,
2025-12-02T02:36:57+00:00,205,29.10,59.92,949.29,546.66,,,,
2025-12-02T02:38:00+00:00,206,29.09,60.13,949.28,546.71,,,,
2025-12-02T02:38:57+00:00,207,29.09,59.98,949.25,546.99,,,,
2025-12-02T02:39:57+00:00,208,29.15,59.79,949.23,547.15,,,,
2025-12-02T02:40:57+00:00,209,29.12,59.89,949.21,547.34,,,,
2025-12-02T02:41:57+00:00,210,29.10,59.89,949.18,547.62,,,,
2025-12-02T02:42:57+00:00,211,29.10,59.98,949.16,547.79,,,,
2025-12-02T02:43:57+00:00,212,29.11,59.85,949.15,547.92,,,,
2025-12-02T02:45:00+00:00,213,29.09,60.13,949.12,548.18,,,,
2025-12-02T02:45:57+00:00,214,29.08,60.06,949.09,548.39,,,,
2025-12-02T02:46:57+00:00,215,29.09,60.02,949.11,548.28,,,,
2025-12-02T02:47:57+00:00,216,29.11,59.97,949.08,548.53,,,,
2025-12-02T02:48:57+00:00,217,29.14,59.91,949.07,548.55,,,,
2025-12-02T02:49:57+00:00,218,29.09,59.99,949.05,548.74,,,,
2025-12-02T02:51:00+00:00,219,29.12,59.96,949.02,549.01,,,,
2025-12-02T02:51:57+00:00,220,29.14,59.90,949.01,549.13,,,,
2025-12-02T02:53:00+00:00,221,29.15,59.89,949.00,549.24,,,,
2025-12-02T02:54:00+00:00,222,29.15,60.07,948.96,549.58,,,,
2025-12-02T02:54:57+00:00,223,29.18,60.06,948.91,549.98,,,,
2025-12-02T02:55:57+00:00,224,29.18,59.95,948.88,550.27,,,,
2025-12-02T02:56:57+00:00,225,29.17,60.22,948.84,550.66,,,,
2025-12-02T02:57:58+00:00,226,29.18,60.29,948.80,550.96,,,,
2025-12-02T02:58:58+00:00,227,29.14,60.26,948.79,551.06,,,,
2025-12-02T03:00:00+00:00,228,29.13,60.32,948.79,551.03,,,,
2025-12-02T03:00:58+00:00,229,29.17,60.17,948.83,550.69,,,,
2025-12-02T03:01:58+00:00,230,29.15,60.18,948.86,550.46,,,,
2025-12-02T03:03:01+00:00,231,29.16,60.21,948.87,550.35,,,,
2025-12-02T03:03:58+00:00,232,29.15,60.22,948.86,550.44,,,,
2025-12-02T03:04:58+00:00,233,29.14,60.30,948.85,550.52,,,,
2025-12-02T03:05:58+00:00,234,29.14,60.20,948.85,550.55,,,,
2025-12-02T03:06:58+00:00,235,29.16,60.30,948.85,550.55,,,,
2025-12-02T03:08:58+00:00,236,29.17,60.28,948.82,550.79,,,,
2025-12-02T03:09:58+00:00,237,29.17,60.29,948.80,550.98,,,,
2025-12-02T03:10:58+00:00,238,29.16,60.42,948.79,551.08,,,,
2025-12-02T03:11:58+00:00,239,29.14,60.32,948.78,551.16,,,,
2025-12-02T03:12:58+00:00,240,29.13,60.23,948.77,551.25,,,,
2025-12-02T03:13:58+00:00,241,29.15,60.30,948.76,551.27,,,,
2025-12-02T03:14:58+00:00,242,29.18,60.21,948.77,551.26,,,,
2025-12-02T03:15:58+00:00,243,29.14,60.43,948.76,551.28,,,,
2025-12-02T03:16:58+00:00,244,29.14,60.37,948.75,551.40,,,,
2025-12-02T03:17:58+00:00,245,29.15,60.13,948.75,551.38,,,,
2025-12-02T03:18:58+00:00,246,29.17,60.24,948.76,551.28,,,,
2025-12-02T03:19:59+00:00,247,29.15,60.55,948.74,551.45,,,,
2025-12-02T03:20:59+00:00,248,29.14,60.32,948.77,551.26,,,,
2025-12-02T03:22:00+00:00,249,29.13,60.74,948.77,551.25,,,,
2025-12-02T03:22:59+00:00,250,29.14,60.48,948.75,551.38,,,,
2025-12-02T03:23:59+00:00,251,29.10,60.53,948.74,551.46,,,,
2025-12-02T03:24:59+00:00,252,29.13,60.64,948.71,551.72,,,,
2025-12-02T03:25:59+00:00,253,29.16,60.46,948.71,551.78,,,,
2025-12-02T03:27:02+00:00,254,29.17,60.39,948.69,551.94,,,,
2025-12-02T03:28:01+00:00,255,29.18,60.36,948.69,551.94,,,,
2025-12-02T03:28:59+00:00,256,29.18,60.29,948.67,552.12,,,,
2025-12-02T03:29:59+00:00,257,29.18,60.33,948.66,552.19,,,,
2025-12-02T03:30:59+00:00,258,29.18,60.32,948.65,552.31,,,,
2025-12-02T03:31:59+00:00,259,29.19,60.33,948.64,552.39,,,,
2025-12-02T03:32:59+00:00,260,29.19,60.33,948.62,552.50,,,,
2025-12-02T03:33:59+00:00,261,29.20,60.45,948.60,552.72,,,,
2025-12-02T03:34:59+00:00,262,29.19,60.53,948.58,552.88,,,,
2025-12-02T03:35:59+00:00,263,29.16,60.62,948.57,552.95,,,,
2025-12-02T03:36:59+00:00,264,29.16,60.61,948.53,553.31,,,,
2025-12-02T03:37:59+00:00,265,29.14,60.66,948.51,553.49,,,,
2025-12-02T03:38:59+00:00,266,29.16,60.38,948.50,553.62,,,,
2025-12-02T03:39:59+00:00,267,29.14,60.44,948.49,553.72,,,,
2025-12-02T03:40:59+00:00,268,29.12,60.22,948.48,553.77,,,,
2025-12-02T03:41:59+00:00,269,29.09,60.37,948.50,553.61,,,,
2025-12-02T03:43:01+00:00,270,29.08,60.28,948.52,553.43,,,,
2025-12-02T03:43:59+00:00,271,29.12,60.16,948.54,553.25,,,,
2025-12-02T03:45:00+00:00,272,29.13,59.84,948.54,553.26,,,,
2025-12-02T03:46:00+00:00,273,29.11,60.14,948.52,553.40,,,,
2025-12-02T03:47:00+00:00,274,29.12,60.33,948.52,553.43,,,,
2025-12-02T03:48:00+00:00,275,29.11,60.51,948.50,553.64,,,,
2025-12-02T03:49:00+00:00,276,29.12,60.60,948.48,553.75,,,,
2025-12-02T03:50:00+00:00,277,29.12,60.52,948.46,553.93,,,,
2025-12-02T03:51:00+00:00,278,29.12,60.42,948.44,554.13,,,,
2025-12-02T03:52:00+00:00,279,29.15,60.29,948.42,554.34,,,,
2025-12-02T03:53:00+00:00,280,29.19,60.31,948.41,554.35,,,,
2025-12-02T03:54:00+00:00,281,29.20,60.47,948.41,554.43,,,,
2025-12-02T03:55:00+00:00,282,29.16,60.45,948.39,554.57,,,,
2025-12-02T03:56:00+00:00,283,29.19,60.34,948.39,554.57,,,,
2025-12-02T03:57:00+00:00,284,29.19,60.55,948.40,554.46,,,,
2025-12-02T03:58:00+00:00,285,29.20,60.70,948.40,554.51,,,,
2025-12-02T03:59:00+00:00,286,29.19,60.84,948.42,554.28,,,,
2025-12-02T04:00:00+00:00,287,29.23,60.24,948.42,554.33,,,,
2025-12-02T04:01:05+00:00,288,29.24,60.23,948.43,554.24,,,,
2025-12-02T04:02:00+00:00,289,29.25,59.79,948.40,554.44,,,,
2025-12-02T04:03:03+00:00,290,29.26,59.66,948.39,554.58,,,,
2025-12-02T04:04:01+00:00,291,29.23,59.96,948.40,554.51,,,,
2025-12-02T04:05:01+00:00,292,29.22,60.04,948.41,554.42,,,,
2025-12-02T04:06:01+00:00,293,29.21,60.09,948.41,554.34,,,,
2025-12-02T04:07:04+00:00,294,29.19,60.15,948.42,554.28,,,,
2025-12-02T04:08:01+00:00,295,29.21,60.14,948.45,554.06,,,,
2025-12-02T04:09:03+00:00,296,29.23,60.10,948.44,554.09,,,,
2025-12-02T04:10:01+00:00,297,29.20,60.32,948.46,553.96,,,,
2025-12-02T04:11:01+00:00,298,29.19,60.27,948.46,553.94,,,,
2025-12-02T04:12:02+00:00,299,29.19,60.43,948.45,554.01,,,,
2025-12-02T04:13:01+00:00,300,29.22,60.16,948.43,554.25,,,,
2025-12-02T04:14:01+00:00,301,29.23,60.02,948.43,554.22,,,,
2025-12-02T04:15:01+00:00,302,29.27,59.73,948.41,554.37,,,,
2025-12-02T04:16:01+00:00,303,29.26,59.71,948.43,554.23,,,,
2025-12-02T04:17:01+00:00,304,29.26,59.86,948.42,554.26,,,,
2025-12-02T04:18:01+00:00,305,29.25,60.01,948.42,554.31,,,,
2025-12-02T04:19:01+00:00,306,29.23,60.05,948.44,554.14,,,,
2025-12-02T04:20:01+00:00,307,29.22,59.98,948.45,554.01,,,,
2025-12-02T04:21:01+00:00,308,29.21,60.00,948.45,554.03,,,,
2025-12-02T04:22:01+00:00,309,29.17,60.26,948.48,553.78,,,,
2025-12-02T04:23:01+00:00,310,29.18,60.22,948.49,553.69,,,,
2025-12-02T04:24:01+00:00,311,29.15,60.19,948.48,553.75,,,,
2025-12-02T04:25:04+00:00,312,29.17,60.10,948.49,553.66,,,,
2025-12-02T04:26:01+00:00,313,29.20,60.03,948.47,553.85,,,,
2025-12-02T04:27:01+00:00,314,29.16,60.14,948.46,553.98,,,,
2025-12-02T04:28:02+00:00,315,29.17,60.05,948.43,554.17,,,,
2025-12-02T04:29:02+00:00,316,29.18,60.07,948.39,554.56,,,,
2025-12-02T04:30:02+00:00,317,29.18,60.12,948.33,555.08,,,,
2025-12-02T04:31:02+00:00,318,29.20,60.26,948.28,555.56,,,,
2025-12-02T04:32:02+00:00,319,29.17,60.35,948.24,555.91,,,,
2025-12-02T04:33:02+00:00,320,29.17,60.32,948.22,556.09,,,,
2025-12-02T04:34:02+00:00,321,29.20,60.22,948.18,556.45,,,,
2025-12-02T04:35:02+00:00,322,29.23,60.29,948.16,556.56,,,,
2025-12-02T04:36:02+00:00,323,29.27,59.92,948.16,556.59,,,,
2025-12-02T04:37:02+00:00,324,29.29,59.73,948.18,556.38,,,,
2025-12-02T04:38:02+00:00,325,29.27,59.58,948.23,555.94,,,,
2025-12-02T04:39:02+00:00,326,29.29,59.41,948.24,555.85,,,,
2025-12-02T04:40:02+00:00,327,29.32,59.35,948.29,555.45,,,,
2025-12-02T04:41:02+00:00,328,29.32,59.54,948.30,555.33,,,,
2025-12-02T04:42:05+00:00,329,29.32,59.44,948.32,555.18,,,,
2025-12-02T04:43:02+00:00,330,29.34,59.13,948.32,555.20,,,,
2025-12-02T04:44:02+00:00,331,29.33,59.20,948.32,555.15,,,,
2025-12-02T04:45:05+00:00,332,29.34,58.95,948.29,555.44,,,,
2025-12-02T04:46:02+00:00,333,29.33,58.99,948.28,555.51,,,,
2025-12-02T04:47:02+00:00,334,29.34,59.03,948.24,555.87,,,,
2025-12-02T04:48:02+00:00,335,29.29,59.30,948.22,556.04,,,,
2025-12-02T04:49:02+00:00,336,29.32,59.17,948.20,556.24,,,,
2025-12-02T04:50:03+00:00,337,29.31,59.32,948.17,556.52,,,,
2025-12-02T04:51:03+00:00,338,29.29,59.50,948.13,556.81,,,,
2025-12-02T04:52:03+00:00,339,29.30,59.62,948.12,556.95,,,,
2025-12-02T04:53:03+00:00,340,29.30,59.47,948.09,557.16,,,,
2025-12-02T04:54:03+00:00,341,29.27,59.57,948.10,557.09,,,,
2025-12-02T04:55:03+00:00,342,29.31,59.37,948.10,557.12,,,,
2025-12-02T04:56:03+00:00,343,29.31,58.86,948.10,557.15,,,,
2025-12-02T04:57:03+00:00,344,29.33,59.04,948.11,557.04,,,,
2025-12-02T04:58:05+00:00,345,29.31,59.03,948.08,557.28,,,,
2025-12-02T04:59:03+00:00,346,29.29,58.90,948.10,557.15,,,,
2025-12-02T05:00:03+00:00,347,29.33,58.90,948.09,557.24,,,,
2025-12-02T05:01:03+00:00,348,29.29,59.15,948.09,557.22,,,,
2025-12-02T05:02:03+00:00,349,29.30,58.78,948.11,557.02,,,,
2025-12-02T05:03:03+00:00,350,29.29,58.81,948.12,556.96,,,,
2025-12-02T05:04:06+00:00,351,29.26,58.76,948.12,556.93,,,,
2025-12-02T05:05:03+00:00,352,29.25,58.91,948.14,556.78,,,,
2025-12-02T05:06:03+00:00,353,29.23,59.08,948.12,556.92,,,,
2025-12-02T05:07:03+00:00,354,29.21,59.46,948.13,556.88,,,,
2025-12-02T05:08:03+00:00,355,29.24,59.16,948.13,556.86,,,,
2025-12-02T05:09:03+00:00,356,29.22,59.14,948.12,556.91,,,,
2025-12-02T05:10:04+00:00,357,29.24,59.56,948.09,557.22,,,,
2025-12-02T05:11:03+00:00,358,29.23,59.11,948.07,557.40,,,,
